19.92	1.3317e-09	5.7263e-09	4.1505e-09
24.9	2.4461e-09	9.9474e-09	-1.185e-09
29.88	-8.1715e-09	1.1195e-08	8.1851e-09
34.86	4.4082e-09	1.0149e-09	5.7854e-09
39.84	1.564e-08	1.5249e-08	-1.968e-08
44.82	4.602e-09	6.044e-09	5.6247e-10
49.8	1.0445e-08	-3.7716e-10	1.1412e-09
54.78	4.544e-09	6.0208e-09	6.4373e-10
59.76	5.1077e-09	-1.7962e-08	2.4063e-08
64.74	3.1183e-09	7.9516e-09	1.3859e-10
69.72	7.9119e-09	2.1758e-09	1.1209e-09
74.7	6.4872e-09	-3.1355e-09	7.8568e-09
79.68	5.4878e-09	3.5172e-09	2.2035e-09
84.66	4.243e-09	7.9556e-10	6.17e-09
89.64	9.0167e-09	9.0167e-10	1.2902e-09
94.62	-1.2446e-09	3.7961e-09	8.657e-09
99.6	1.6166e-08	-1.2125e-09	-3.7452e-09
104.58	-1.0847e-08	-4.005e-09	2.606e-08
109.56	8.5792e-09	1.9065e-10	2.4387e-09
114.54	4.1927e-10	8.2596e-09	2.5296e-09
119.52	3.4231e-09	2.9228e-09	4.8626e-09
124.5	3.1903e-10	1.3718e-09	9.5177e-09
129.48	9.9309e-09	6.6724e-10	6.1034e-10
134.46	1.8156e-10	5.1019e-09	5.925e-09
139.44	9.0625e-09	3.5495e-09	-1.4034e-09
144.42	-6.8102e-09	-5.4482e-09	2.3467e-08
149.4	3.0697e-09	9.6815e-10	7.1706e-09
154.38	2.2075e-08	1.8481e-09	-1.2714e-08
159.36	1.479e-08	4.8285e-09	-8.41e-09
164.34	2.6654e-08	1.8453e-08	-3.3899e-08
169.32	5.3093e-08	3.0086e-08	-7.197e-08
174.3	5.1007e-09	-4.1591e-09	1.0267e-08
179.28	1.7368e-08	-2.9911e-09	-3.168e-09
184.26	-9.5029e-08	4.1666e-08	6.4571e-08
189.24	-3.4845e-08	1.3938e-09	4.466e-08
194.22	9.3948e-09	-2.7597e-09	4.5734e-09
199.2	1.7907e-08	-3.7804e-09	-2.9182e-09
204.18	-2.0517e-07	1.8295e-07	3.3436e-08
209.16	1.2921e-08	-1.5757e-09	-1.3656e-10
214.14	-7.6946e-10	-6.1557e-10	1.2594e-08
219.12	2.5652e-08	-1.366e-08	-7.8295e-10
224.1	4.544e-09	4.0328e-09	2.6317e-09
229.08	1.318e-08	-9.3226e-10	-1.0394e-09
234.06	-1.25e-09	7.7501e-09	4.7084e-09
239.04	2.76e-09	9.1999e-10	7.5286e-09
244.02	-2.7963e-09	7.55e-09	6.4548e-09
249	8.7e-09	3.0015e-09	-4.93e-10
253.98	-9.3805e-09	9.6691e-09	1.092e-08
258.96	1.2851e-08	-1.526e-09	-1.1601e-10
263.94	6.911e-09	1.1916e-09	3.106e-09
268.92	3.163e-09	3.0414e-09	5.0041e-09
273.9	-8.327e-10	2.7448e-09	9.2964e-09
278.88	4.5326e-10	3.1917e-09	7.5635e-09
283.86	6.1165e-10	3.5294e-09	7.0675e-09
288.84	5.1851e-10	3.4715e-09	7.2185e-09
293.82	6.1723e-10	3.3551e-09	7.2362e-09
298.8	6.5779e-10	3.4457e-09	7.105e-09
303.78	5.2637e-10	3.1941e-09	7.488e-09
308.76	7.5163e-10	3.4365e-09	7.0204e-09
313.74	5.7281e-10	3.5254e-09	7.1103e-09
318.72	5.7022e-10	3.6887e-09	6.9496e-09
323.7	5.86e-10	3.5616e-09	7.0609e-09
328.68	7.3658e-10	3.4893e-09	6.9827e-09
333.66	6.0681e-10	3.756e-09	6.8457e-09
338.64	6.1045e-10	3.5271e-09	7.071e-09
343.62	7.0508e-10	3.6406e-09	6.8628e-09
348.6	5.9317e-10	3.6085e-09	7.0068e-09
353.58	5.2063e-10	3.8094e-09	6.8785e-09
358.56	5.3406e-10	3.7617e-09	6.9127e-09
363.54	6.278e-10	3.7345e-09	6.8462e-09
368.52	6.1778e-10	3.6688e-09	6.922e-09
373.5	7.4111e-10	3.6122e-09	6.8552e-09
378.48	7.1329e-10	3.7366e-09	6.7586e-09
383.46	7.9238e-10	3.6453e-09	6.7708e-09
388.44	6.4821e-10	3.8178e-09	6.7425e-09
393.42	6.8451e-10	3.9214e-09	6.6026e-09
398.4	7.4691e-10	3.7346e-09	6.727e-09
403.38	7.6152e-10	3.8624e-09	6.5846e-09
408.36	7.972e-10	4.0041e-09	6.4072e-09
413.34	5.889e-10	3.8781e-09	6.7415e-09
418.32	7.9479e-10	3.848e-09	6.5658e-09
423.3	7.5024e-10	3.951e-09	6.5072e-09
428.28	9.1413e-10	3.9014e-09	6.393e-09
433.26	8.1232e-10	3.9647e-09	6.4315e-09
438.24	7.2902e-10	3.8239e-09	6.6556e-09
